file,rank,name,research_fields,promotion_year,full_promotion_year,full_promotion_university,promotion_university,years_post_phd,years_post_phd_full,QUARTERLY JOURNAL OF ECONOMICS_count,AMERICAN ECONOMIC REVIEW_count,ECONOMETRICA_count,REVIEW OF ECONOMIC STUDIES_count,JOURNAL OF POLITICAL ECONOMY_count,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS_count,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS_count,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION_count,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY_count,THEORETICAL ECONOMICS_count,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS_count,QUANTITATIVE ECONOMICS_count,REVIEW OF ECONOMICS AND STATISTICS_count,ECONOMIC JOURNAL_count,INTERNATIONAL ECONOMIC REVIEW_count,JOURNAL OF ECONOMIC THEORY_count,JOURNAL OF LABOR ECONOMICS_count,JOURNAL OF MONETARY ECONOMICS_count,RAND JOURNAL OF ECONOMICS_count,JOURNAL OF INTERNATIONAL ECONOMICS_count,JOURNAL OF PUBLIC ECONOMICS_count,JOURNAL OF ECONOMETRICS_count,JOURNAL OF DEVELOPMENT ECONOMICS_count,QUARTERLY JOURNAL OF ECONOMICS_year,AMERICAN ECONOMIC REVIEW_year,ECONOMETRICA_year,REVIEW OF ECONOMIC STUDIES_year,JOURNAL OF POLITICAL ECONOMY_year,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS_year,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS_year,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION_year,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY_year,THEORETICAL ECONOMICS_year,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS_year,QUANTITATIVE ECONOMICS_year,REVIEW OF ECONOMICS AND STATISTICS_year,ECONOMIC JOURNAL_year,INTERNATIONAL ECONOMIC REVIEW_year,JOURNAL OF ECONOMIC THEORY_year,JOURNAL OF LABOR ECONOMICS_year,JOURNAL OF MONETARY ECONOMICS_year,RAND JOURNAL OF ECONOMICS_year,JOURNAL OF INTERNATIONAL ECONOMICS_year,JOURNAL OF PUBLIC ECONOMICS_year,JOURNAL OF ECONOMETRICS_year,JOURNAL OF DEVELOPMENT ECONOMICS_year
Pittsburgh/associate/Rania_Gihleb_CV_April2023.docx,associate,Rania Gihleb,Labor Economics; Family Economics; Applied Econometrics,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh/associate/LauraLiu_cv.docx,associate,Laura Liu,Econometrics; Macroeconometrics,2023,,,Indiana University,6,,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,,,2020,,,,,,,,,2023; 2023,,,,,,,,,,2020; 2025,
Pittsburgh/associate/cv_Lusher.docx,associate,Lester R. Lusher,Public Economics; Education Economics; Labor Economics; Behavioral Economics,2022,,,University of Hawaii at Manoa,5,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2023,,,2024,,2022,,,,,,,,,,,,,,2018; 2023,,
Pittsburgh/associate/beresteanu_vita.docx,associate,Arie Beresteanu,Econometrics; Industrial Organization; Environmental Economics,2012,,,University of Pittsburgh,11,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,,,2008; 2011,,,,,,,,,,,,2011,,,,2005,,,2012,
Pittsburgh/full/Alistair_CV.docx,full,Alistair J. Wilson,,2017,2023,University of Pittsburgh,University of Pittsburgh,6,12,0,2,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,,2012; 2022,,,,,,2025,,,2020; 2021,2016; 2016; 2019,,,,,,,,,,,
Pittsburgh/full/CV_November_2020_walsh.docx,full,Randall P. Walsh,Applied Microeconomics; Environmental Economics; Public Economics; Urban Economics; Economic History,2008,2017,University of Pittsburgh,University of Pittsburgh,6,15,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,,2008,,2007,,,2016,,,,,,2009; 2019,,2004,,,,,,2017,,2007; 2017
Pittsburgh/full/CV_Daniele_Coen_Pirani_August_2025.docx,full,Daniele Coen-Pirani,,2010,2019,University of Pittsburgh,University of Pittsburgh,10,19,0,1,0,0,0,2,0,0,1,0,0,0,0,0,5,0,0,3,0,0,1,0,0,,2004,,,,2016; 2018,,,2018,,,,,,2003; 2008; 2009; 2015; 2021,,,2005; 2010; 2019,,,2011,,
Pittsburgh/full/CV_september_2025_Vesterlund.docx,full,Lise Vesterlund,Public Economics; Behavioral Economics; Experimental Economics,2004,2009,University of Pittsburgh,University of Pittsburgh,7,12,2,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,2001; 2007,2003; 2017; 2017; 2022,,,2020,,,,,,,,,2010; 2021,,,,,2006,,2003; 2005; 2007; 2011; 2013; 2018,,
Pittsburgh/full/VITA_Dejong.docx,full,David N. DeJong,,1992,2001,University of Pittsburgh,University of Pittsburgh,3,12,0,1,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,3,0,,1991,1992,2013,,,,,,,,2011,1993; 2005; 2006,,,,,1991; 1991; 2007,,,,1992; 1992; 2000,
Pittsburgh/full/CVRipoll.docx,full,Marla Ripoll,Macroeconomics; Trade,2007,2017,University of Pittsburgh,University of Pittsburgh,7,17,0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,0,0,5,0,0,0,0,0,,,,2017; 2019,,,,2004,,,,,2006,2016,2004; 2024,,,2005; 2007; 2008; 2013; 2016,,,,,
Pittsburgh/full/cvrigotti.docx,full,Luca Rigotti,,2006,2010,University of Pittsburgh,Duke University,9,13,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,2007,2005; 2008,,,,,,,,,,,,,2011; 2012; 2022; 2022,,,,,,,
Pittsburgh/full/cv_weelden.docx,full,Richard Van Weelden,,2017,2022,University of Pittsburgh,University of Pittsburgh,7,12,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,2021,,2013; 2019,,,,,,,,,,,,,,,,,2010; 2012; 2015,,
Pittsburgh/full/dmberkcv0425.docx,full,Daniel Berkowitz,Law and Finance,,2006,University of Pittsburgh,,,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,,2006; 2017,,,1994,,,,,2000,2012,2011; 2014
Purdue/associate/BZOU_CV.docx,associate,Ben ZOU,Labor Economics; Urban Economics; Development Economics,2024,,,Purdue University,9,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,,,,,,,2021,,,,2018,,,,,,2018,,,2018,,,2021
Purdue/associate/CV YR web.docx,associate,Yaroslav Rosokha,Game Theory; Behavioral Economics; Political Economy,2021,,,Purdue University,8,,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,,,2023,,,,,,,,2019; 2024,,2020; 2025,,,,,,,,,,
Pittsburgh/full/WangSW-CV.docx,full,Stephanie W. Wang,,2015,2024,University of Pittsburgh,University of Pittsburgh,7,16,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,2016,2012,2014,,,,,,,2021,,,,,,,,,,2024,,
Purdue/associate/Carr_CV_May_2021.docx,associate,Jillian B. Carr,Applied Microeconomics; Labor Economics; And Economics of Crime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2018; 2019,,,,,,,,,,
Purdue/associate/hedlund_cv.docx,associate,Aaron Hedlund,Household Finance; Regional Economics; Labor Economics,2020,,,University of Missouri,8,,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,2020,,,,2019; 2023,,,,,,2016,,,,,,2016,,,,,
Purdue/associate/Soderbery_CV.docx,associate,Anson Soderbery,,2017,,,Purdue University,6,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,,,,,,,,,2018,,,,,,,,,,,2010; 2015; 2018; 2024,,,2014
Purdue/full/B. Roberson Vita F23.docx,full,Brian Roberson,Game Theory; Economic Theory; Political Economy; Public Economics,2013,2020,Purdue University,Purdue University,8,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2008,,,,,,,,,,,,,,,
Purdue/full/Bao_CV.docx,full,Yong Bao,,2010,2016,University of Macau,Purdue University,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,2007; 2007; 2023,
Purdue/full/CV_Dufwenberg_Aug-2025.docx,full,Martin Dufwenberg,,1998,2001,Stockholm University,Stockholm University,3,6,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,,2005; 2011,2002; 2006,2011,,,,,,,,,,2001; 2003,,2009; 2018,,,,,2022,,
Purdue/full/CasonCV.docx,full,Timothy N. Cason,,1997,2000,Purdue University,University of Southern California,6,9,0,2,1,1,3,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,2,0,1,,1995; 2003,1997,2014,2001; 2014; 2021,,,,,,2024,,,1997; 2002; 2014,2007,2003; 2010,,,,,2010; 2022,,1999
Purdue/full/BondCV.docx,full,Timothy N. Bond,Labor Economics; Organizational Economics; Education Economics,2019,2025,Purdue University,Purdue University,7,13,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,2023,2019,,,,2022,,,,2013,,,,2018,,,,,,
Purdue/full/Cv.docx,full,Ralph B. Siebert,Industrial Organization; Real Estate Economics; Health Economics; Business and Managerial Economics; Law and Economics; Applied Microeconometrics; Applied Econometrics; Microeconomics; Experimental Economics,2011,2018,Purdue University,Purdue University,9,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2007,2007,,,,,,,,,
Purdue/full/ChanCVweb.docx,full,Joshua Chan,,2015,2017,University of Technology Sydney,Australian National University,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,,,,,,,,,,,,2022,,,,,,,,,,2013; 2016; 2020; 2022; 2023; 2023,
"Purdue/full/Hummels, David L CV 6.22.2023.docx",full,David L. Hummels,,2002,2007,Purdue University,Purdue University,7,12,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,1995,2005; 2013; 2014,,,2004,,,,,,,,2003,,,,,,,2001; 2009; 2010; 2018,,,2009
Purdue/full/Mumford-CV.docx,full,Kevin J. Mumford,,2014,2023,Purdue University,Purdue University,7,16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,2011,,,,,2022,,,,,,2013,,,,,,,,,2012,
Purdue/full/Gill_CV.docx,full,David Gill,,2009,2022,Purdue University,University of Southampton,4,17,0,1,0,0,2,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,1,0,0,,2012,,,2016; 2022,,,,,,2024,2014,2020,2016; 2023,,2012,,,,,2015,,
Purdue/full/cv_chongxiang.docx,full,Chong Xiang,,2008,2014,Purdue University,Purdue University,6,12,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,,2004; 2014,,,,,,,,,,,2005; 2014; 2025,,,,,,,2001; 2007; 2007; 2009; 2011; 2013,,,
Purdue/full/crucinicv.docx,full,Mario J. Crucini,,1999,2012,Vanderbilt University,Vanderbilt University,8,21,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,3,0,0,0,,1993; 1994; 2005,,,,,,,,,,,1999,2010,1995,,,1996; 2008; 2014; 2015,,2000; 2010; 2016,,,
Purdue/full/508_JamesBullard_CV.docx,full,James Bullard,,,2023,Purdue University,,,33,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,7,0,0,0,0,0,,2008,,,,,,,,,,,,1993; 2013,2012; 2014,1994; 2001; 2003; 2004,,1995; 1999; 2002; 2003; 2007; 2007; 2008,,,,,
Purdue/full/kejriwal_mohitosh_cv_dec6_24.docx,full,Mohitosh Kejriwal,Applied Econometrics,2013,2023,Purdue University,Purdue University,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,2008,
Rice/associate/Bethune-CV.docx,associate,Zachary A. Bethune,,2021,,,University of Virginia,6,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,2020; 2021; 2021,,,,,,,,,,,,2018,,,,,,,
Purdue/full/victoria_prowse_cv.docx,full,Victoria Prowse,Public Economics; Experimental Economics; Applied Econometrics,2016,2022,Purdue University,Cornell University,9,15,0,1,0,0,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,,2012,,,2016; 2022,2024,,,,,,2014; 2025,2020,2023,,,,,,,,2014,
Purdue/full/hedlund_cv.docx,full,Aaron Hedlund,Household Finance; Regional Economics; Labor Economics,2020,,,University of Missouri,8,,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,2020,,,,2019; 2023,,,,,,2016,,,,,,2016,,,,,
Rice/associate/CV_Calvi_current.docx,associate,Rossella Calvi,,2024,,,Rice University,8,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,,,,,2020,,,,,,,,2023,,,,,,,,2021,,2018; 2023
Rice/associate/Marc Dudey.docx,associate,Marc Dudey,Industrial Organization; Microeconomic Theory,1996,,,Rice University,12,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,1990,,,1995,,,,,,,,,,,1996,,,,,,,
Rice/associate/Bobkova_CV.docx,associate,Nina Bobkova,Microeconomic Theory; Information Economics; Political Economy; Mechanism Design,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,2024,,,2023,,,,,,,,,,,2020; 2022,,,,,,,
"Rice/full/Brown, B..docx",full,Bryan W. Brown,,1983,1989,Rice University,Rice University,6,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,,,1981; 1983; 1984; 1989; 1998,,,,,,,,,,,,1981; 1983; 1985; 1989; 1995,,,,,,,1995,
Rice/full/CV-George-R.-Zodrow.docx,full,George R. Zodrow,,1986,1991,Rice University,Rice University,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,1985; 1992; 1995,,
Rice/associate/Nina Bobkova.docx,associate,Nina Bobkova,Microeconomic Theory; Mechanism Design; Information Economics; Political Economy,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2020,,,,,,,
Rice/associate/CV Pouliot Nov2025.pages.docx,associate,Guillaume A. Pouliot,Econometrics; Microeconomics; Revise and Resubmit At Quantitative Economics; Public Economics,2025,,,Rice University,9,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,2023,,,,,,,,,,,,,,,,,,,2023,
Rice/full/Jim Brown.docx,full,James N. Brown,,1990,1992,Rice University,SUNY Stony Brook,10,12,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,1989,1982; 1990,,1986,,,,,,,,,,,,1987; 1992,,,,,,
Rice/full/Cunha_CV.docx,full,Flávio Cunha,,2014,2017,Rice University,Rice University,7,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,,,2010,,,,,2009,,,,,,,2007,,2016,,,,,2021,
Rice/full/Isabelle Perrigne.docx,full,Isabelle M. Perrigne,,2003,2012,Rice University,University of Southern California,12,21,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,,,2000; 2009; 2011,2011,2018,,,,,,,,2003,2006,,,,,2002; 2018,,,2000,
Rice/associate/Yunmi_Kong_CV.docx,associate,Yunmi Kong,Industrial Organization; Applied Microeconomics; Applied Microeconometrics; Political Economy,2024,,,Rice University,8,,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2022,,,2021; 2025,,,,,,,,,,,,,,2020,,,,
Rice/full/KBackCV.docx,full,Kerry Back,,1987,1996,Washington University in Saint Louis,Indiana University,4,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1993; 2004; 2013; 2018,,,,,,,,,,,,,,,,,,,,
Rice/full/MalleshPai-CV.docx,full,Mallesh M Pai,Mechanism Design; Economic Theory; Decision Theory; Microeconomics,2019,2025,Rice University,Rice University,9,15,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,2022,2018,,,,,,,,2022,2016; 2017,,,,,2014; 2014; 2022,,,,,,,
Rice/full/Richard Boylan.docx,full,Richard Thomas Boylan,,1996,2004,University of Alabama,Washington University,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,1995,,,,,,,,,,,,,,1992; 1995; 1998,,,,,,,
Rice/full/Xun Tang.docx,full,Xun Tang,,2014,2017,Rice University,Rice University,6,9,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,4,0,,,2012; 2012; 2019,2014,2020,,,,,,,,2015,,2019,,,,2011; 2019,,,2014; 2015; 2016; 2019,
Rice/full/PeterHartleyCV - Michael Maher.docx,full,Peter Reginald Hartley,,1986,1993,Rice University,Rice University,6,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,,,,1995,,,,,,,,,1989,1988; 1994,,,,,,,,
Rice/full/PeterHartleyCV.docx,full,Peter Reginald Hartley,,1986,1993,Rice University,Rice University,6,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,,,,1995,,,,,,,,,1989,1988; 1994,,,,,,,,
Rice/full/cv-2021-12-30.docx,full,Jeremy T. Fox,Industrial Organization; Econometrics; Labor Economics; Applied Econometrics; Quantitative Economics; Quantitative Marketing and Economics,2013,2019,Rice University,University of Michigan,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Rice/full/newvita.docx,full,Mahmoud Amin El-Gamal,,1996,1998,Rice University,University of Wisconsin at Madison,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,2001,
Rice/full/vitae.docx,full,Ted Loch-Temzelides,,2002,2008,University of Pittsburgh,University of Iowa,7,13,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0,,,2003,,1999,,,,,,,2016,,,2004; 2004; 2005,2001; 2008; 2011,,1997,,,,,
Rice/full/cv.docx,full,Kerry Back,,1987,1996,Washington University in Saint Louis,Indiana University,4,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2004; 2013; 2018,,,,,,,,,,,,,,,,,,,,
Rice/full/cv_ERASLAN.docx,full,Hülya K. K. Eraslan,,2008,2014,Rice University,Johns Hopkins University,7,13,0,1,1,1,0,0,0,0,0,1,2,0,0,0,2,7,0,0,1,0,0,0,0,,2014,2003,2009,,,,,,2014,2017; 2024,,,,2008; 2017,2002; 2002; 2004; 2010; 2013; 2017; 2017,,,2020,,,,
Rice/full/vivian-ho-cv-05192025.docx,full,Vivian Ho,,2000,2009,Rice University,University of Alabama Birmingham,8,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,1995,,,,,,,,,,,2000,,,,,,1993,,,,
Rutgers/associate/CV_Xiye.docx,associate,Xiye Yang,,2022,,,Rutgers University,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,2018; 2018; 2020; 2022; 2023,
Rutgers/associate/2024_cai_cv.docx,associate,Zhifeng Cai,Macroeconomics; Theory,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,,2022,,,,,,,,,,,,,,2019; 2023,,2021,,,,,
Rutgers/associate/Saavedra_CV.docx,associate,Martin Saavedra,,2020,,,Oberlin College,6,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,2022,,,,,,,,,2025,,,,,,,,,
Rutgers/associate/CV_BingxiaoWu_Rutgers_202409.docx,associate,Bingxiao Wu,,2023,,,Rutgers University,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,2019
Rutgers/full/CV - Richard McLean.docx,full,Richard Patrick McLean,,,,,,,,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,,,1985; 1988; 2002,2004,,,,,,2014; 2015,,,,,,1989; 1990; 2014,,,,,,,
Rutgers/full/CV-September-2025.docx,full,Roberto Chang,,2000,2003,Rutgers University,Rutgers University,11,14,1,3,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,6,0,3,0,0,2,2001,2000; 2004; 2010,,,,2024,,,,,,,,,1995; 1997; 2013,1995; 1998; 2000,,1990; 1998; 2001; 2007; 2015; 2017,,2000; 2006; 2017,,,2001; 2009
Rutgers/associate/Campbell_CV.docx,associate,Colin M. Campbell,,2005,,,Rutgers University,10,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,1999,,,1999,,,,,,,,,,,1998; 2000; 2004,,,,,,,
Rutgers/full/CV.docx,full,Thomas J. Prusa,,1994,2001,Rutgers – The State University of New Jersey,State University of New York at Stony Brook,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,1,,,,,,,,,,,,,1994,,2002,,,,,1990; 1992; 1993; 1999; 2003; 2006,,,2011
Rutgers/full/CVOctober2025.docx,full,John Tomas Sjöström,,1995,2002,Penn State University,Harvard University,4,11,0,1,0,4,2,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,1,0,0,,2012,,2001; 2004; 2004; 2011,2008; 2020,,,,,2007,2009,,,,,1997; 1998; 2007,,,2001,,2001,,
Rutgers/full/CV_Prusa.docx,full,Thomas J. Prusa,,1994,2001,Rutgers – The State University of New Jersey,State University of New York at Stony Brook,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,1,,,,,,,,,,,,,1994,,2002,,,,,1990; 1992; 1993; 1999; 2003; 2006,,,2011
Rutgers/full/CV-JOSEPH-HUGHES.docx,full,Joseph P. Hughes,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,1980,,,,,,,,,,,1998,,,1981,,,,,,,
Rutgers/full/IraGangVita.docx,full,Ira N. GANG,,1992,1999,Rutgers University,Rutgers University,9,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1985,,,,,,,,,,,,,,,1988,,,,,,,1990; 1993; 1994; 2009
Rutgers/full/Piehl.cv.docx,full,Anne Morrison Piehl,,1998,2012,Rutgers University,Harvard University,4,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,2003,,,,2017,,,,,,
Rutgers/full/Landon-LaneCV.docx,full,John Landon-Lane,,2009,2018,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2007,,,,,,,,
Rutgers/full/Vitae1.docx,full,Norman R. Swanson,,1999,2005,Rutgers University,Texas A&M University,5,11,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,20,1,,,2005,,,,,,,,,2012,1997,,2007,,,1998; 2001,,,,1997; 2000; 2000; 2001; 2002; 2005; 2006; 2006; 2006; 2006; 2007; 2007; 2009; 2011; 2014; 2014; 2014; 2015; 2018; 2023,2003
Rutgers/full/Moehling CV_August6_2020.docx,full,Carolyn M. Moehling,,2004,2014,Rutgers University – New Brunswick,Yale University,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Rutgers/full/Sopher CV_2020.docx,full,Barry Sopher,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,1991,,,2003,,,,,,,,,2009,,,1990,,,,,,
Rutgers/full/Roger_Klein_Selected_CV.docx,full,Roger W. Klein,,,1995,Rutgers University,,,25,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,,1973,1978; 1984; 1993; 2002,1991,,,,,,,,,2011,,,,,,,,,1979; 1993; 1997; 2010; 2015,
Rutgers/full/cv_mizrach.docx,full,Bruce Mizrach,,1995,1995,Rutgers University,Rutgers University,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,1986,,,,,1990,,,,,
Rutgers/full/cv_sigman.docx,full,Hilary Sigman,,2001,2008,Rutgers University,Rutgers University,8,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,2002,,,,,,,,,,,,,,,,,1995; 1998,,,,
Rutgers/full/short-vita.docx,full,Oriol Carbonell-Nicolau,,,,Rutgers University,,,,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,,,,,,,,,,2014; 2018,2021,,,,,2007; 2010,,,,,2003,,
Rutgers/full/keister-cv.docx,full,Todd Keister,,,2004,Instituto Tecnológico Autónomo de México,,,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,8,0,4,0,0,0,0,0,,2009,,2016; 2023,,,,,,,,,,,2004; 2009,1998; 2001; 2001; 2002; 2002; 2003; 2009; 2023,,2005; 2006; 2010; 2017,,,,,
SUNY Stony Brook/associate/CVHBS2023.docx,associate,Hugo A. Benítez-Silva,,2007,,,State University of New York at Stony Brook,7,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2005,,,,,,,,,,
SUNY Stony Brook/associate/CV_YiyiZhou.docx,associate,Yiyi Zhou,Industrial Organization; Environmental Economics; Health Economics,2020,,,Stony Brook University,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,2024,,,,2020,,,,
SUNY Stony Brook/associate/CV240208.docx,associate,Alexis Anagnostopoulos,,2015,,,Stony Brook University,9,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,,,,,,,,2007,,,,2022,,,2021,,,2012; 2022,,,,,
SUNY Stony Brook/associate/Ting Liu - C.V..docx,associate,Ting Liu,Microeconomic Theory; Industrial Organization; Health Economics,2019,,,Stony Brook University,11,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,2021,,,,2011,,,,,,,,
