file,name,promotion_year,promotion_university,years_post_phd,promotion_evidence,phd_evidence,QUARTERLY JOURNAL OF ECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,REVIEW OF ECONOMIC STUDIES,JOURNAL OF POLITICAL ECONOMY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,THEORETICAL ECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,QUANTITATIVE ECONOMICS,REVIEW OF ECONOMICS AND STATISTICS,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF ECONOMIC THEORY,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,RAND JOURNAL OF ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF DEVELOPMENT ECONOMICS
Notre Dame/full/vita_nelson.docx,Nelson C. Mark,1989,The Ohio State University,6,"Associate Professor, Department of Economics, The Ohio State University, Columbus, Ohio, 1989-1994","Ph.D, 1983, Economics, University of Chicago.",0,3,0,1,0,1,0,0,0,0,0,0,1,1,4,0,0,2,0,5,0,0,0
Ohio State/associate/John Rehbeck CV.docx,John Rehbeck,2022,The Ohio State University,5,"Associate Professor of Economics (with tenure), The Ohio State University, September 2022-Present","Ph.D., Economics, June 2017",0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Ohio State/associate/Brown_ cv_February2025.docx,Meta Brown,2017,Stony Brook University,16,"Associate Professor, Stony Brook University, Department of Economics, 2017-2019.","Ph.D. Economics, New York University, 2001. Thesis committee: Christopher Flinn, Michael Keane, Douglas Gale, Ricardo Lagos, Boyan Jovanovic.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Ohio State/associate/Mike Abito CV.docx,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohio State/associate/Pok-Sang Lam CV.docx,Pok-sang Lam,1993,Ohio State University,7,"2006- Present Editor, Journal of Money, Credit and Banking 1993- Present Associate Professor, Ohio State University 1986-93	Assistant Professor, Ohio State University.","Ph. D., June 1986",1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
Ohio State/full/Aubhik Khan CV.docx,Aubhik Khan,2008,Ohio State University,15,"Associate Professor of Economics, Ohio State University (October 2008 – May 2015) Visitor University of Wisconsin, Madison (March – May 2023)","Ph.D.: University of Pennsylvania, August 1993",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Ohio State/full/Audrey Light CV.docx,Audrey L. Light,2000,Ohio State University,13,"Associate Professor, Department of Economics, Ohio State University, 2000 – 2005.","University of California, Los Angeles, Ph.D. (Economics), 1987",0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0
Ohio State/full/Healy-CV.docx,Paul J. Healy,2010,The Ohio State University,5,"Associate Professor, 2010–2017.","Ph.D., Social Sciences, California Institute of Technology, June 2005.",0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0
Ohio State/full/Bruce Weinberg CV.docx,Bruce A. Weinberg,2001,Ohio State University,5,"Associate Professor, October 2001-September 2010.","University of Chicago, Ph.D., Economics, 1996.",0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,1
Ohio State/full/Julia Thomas CV.docx,Julia Kathryn Thomas,2008,Ohio State University,,"Associate Professor, Dept. of Economics, Ohio State University (October 2008 – May 2015). Research Associate, Federal Reserve Bank of Cleveland (2010 - 2014).",,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ohio State/full/John Kagel CV.docx,John H. Kagel,,,,,"Ph.D., Economics, Purdue University, 1970 Professional Interests:",2,11,5,0,3,0,0,1,0,0,3,0,2,5,0,1,1,0,3,0,1,1,0
Ohio State/full/Kurt Lavetti CV.docx,Kurt J. Lavetti,2019,Ohio State University,8,"2019 - Pres.	Associate Professor, Department of Economics, Ohio State University","Education	Ph.D., Economics, Cornell University, 2011",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ohio State/full/Jim Peck.docx,James Peck,1992,The Ohio State University,7,"Associate Professor of Economics, The Ohio State University, 1992-1997.","Ph.D., University of Pennsylvania, Economics, 1985",1,2,1,1,1,0,0,0,0,0,2,0,0,0,3,9,0,1,2,0,0,0,0
Ohio State/full/Trevon Logan CV.docx,Trevon D. Logan,2010,The Ohio State University,6,"Associate Professor of Economics (with tenure), 2010-2015","University of California, Berkeley, Ph.D., Economics, 2004",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ohio State/full/Matthew Weinberg CV.docx,Matthew C. Weinberg,2016,Drexel University,9,"Drexel University, School of Economics, Assistant Professor, July 2012–August 2016. Associate Professor, August 2016–July 2018.","Ph.D. Economics, Princeton University, 2007.",0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Ohio State/full/cv_blevins.docx,Jason R. Blevins,2017,The Ohio State University,7,"Associate Professor, 2017–2025.","Ph.D. Economics, Duke University, 2010.",0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0
Ohio State/full/Yaron Azrieli CV.docx,Yaron Azrieli,2015,The Ohio State University,7,"2015-2022: Associate Professor, Economics, The Ohio State University 2008-2015: Assistant Professor, Economics, The Ohio State University","1998-2008: B.Sc., M.Sc. and Ph.D. at Tel Aviv University, School of Mathematical Sciences",0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0
Oregon/associate/BurlandoCV.docx,Alfredo Burlando,2017,University of Oregon,7,"Associate Professor, Dept. Economics, University of Oregon (2017- )","Ph.D., Economics, Boston University, Boston, MA (May 2010)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
Ohio State/full/de_jong_r_-_cv_-_2022.docx,Robert M. de Jong,2000,Michigan State University,7,December 2000 - August 2003: Associate Professor at Michigan State University.,"Ph.D., Economics, Free University Amsterdam (The Netherlands), 1993, under supervision of Herman J. Bierens.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
Oregon/associate/CV_Kuhn.docx,M. A. Kuhn,2020,University of Oregon,6,"2020 – present:

Associate Professor, Economics Department, University of Oregon The William J. Walsh Faculty Fellow, University of Oregon","2014:	University of California, San Diego, Economics Ph.D.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1
Ohio State/full/yang-vita-2023-osu.docx,,2010,Ohio State University,6,"Associate Professor (with tenure), Ohio State University, 2010 - 2020","Ph.D. in Economics, University of Pennsylvania, 2004 (Main advisor: Steven Matthews)",0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,0,0
Oregon/associate/CV_cristea.docx,Anca D. Cristea,2016,University of Oregon,6,"Associate Professor of Economics, University of Oregon, 2016–present Research Fellow, CESIfo, Munich, Germany, 2017–present","education	Ph.D., Economics, Purdue University, 2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon/associate/Davis_CV.docx,Jonathan Martin Villars Davis,2025,University of Oregon,,"Associate Professor, Department of Economics, University of Oregon		September 2025-Present TC Reinhold Faculty Fellow, Department of Economics, University of Oregon September 2025-June 2026 Assistant Professor, Department of Economics, University of Oregon	June 2018-September 2025",Ph.D. Public Policy	2012-2016,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
Oregon/associate/David+Evans+CV+Oct+2024.docx,David G. Evans,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon/associate/JIABIN WU CV.docx,Jiabin Wu,2020,University of Oregon,6,Associate Professor (with tenure)	2020-Present,"Ph.D., Economics, University of Wisconsin-Madison	2014",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
Oregon/associate/ColasCV.docx,Mark Colas,,,,,,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Oregon/associate/Wong_CV.docx,WOAN FOONG WONG,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Oregon/associate/Mullen_CV.docx,Kathleen J. Mullen,2022,University of Oregon,17,"Associate Professor and Petrone Chair in Economics, University of Oregon, 2022-Present Research Scientist, Center for Economic and Social Research (CESR), University of Southern California, 2021-2022","Ph.D., Economics, University of Chicago, 2005 (Committee: Levitt (Chair), Hortacsu, Schanzenbach)",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0
Oregon/associate/miller-cv-web-2023-10-18.docx,Keaton S. Miller,2023,University of Oregon,8,"2023 – present:	Associate Professor, Economics Department, University of Oregon, Eugene, OR, USA","2015:	University of Minnesota - Twin Cities, Ph.D., Economics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Oregon/full/Harbaugh Vitae.docx,William T. Harbaugh,,,,,"University of Wisconsin - Madison, Ph.D. in Economics, September 1, 1995.",0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Oregon/full/Anne van den Nouweland - CV.docx,Anne van den Nouweland,2001,University of Oregon,8,"2001-2007:	Associate Professor, Department of Economics, University of Oregon, USA (on leave during 2007)","February 5, 1993PhD, Department of Econometrics, Tilburg University, The Netherlands.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon/full/Vitae_Piger.docx,Jeremy Piger,2008,University of Oregon,8,"Associate Professor, Department of Economics, University of Oregon, 2008 – 2014","University of Washington	Ph.D., Economics, June 2000",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,2,0
Oregon/full/BenjaminHansenCV2023.docx,Benjamin Hansen,2021,University of Oregon,,"2021-Present	Professor of Economics, University of Oregon",,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0
Oregon/full/Waddell-Glen_CV.docx,Glen R Waddell,2007,University of Oregon,7,"University of Oregon, Associate Professor of Economics, 2007–2013 University of Oregon, Assistant Professor of Economics, 2001–2007","Ph.D., Economics, December 2000 M.S., Economics, May 1998",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Oregon/full/cv_shankha.docx,Shankha Chakraborty,2006,University of Oregon,7,"University of Oregon: Associate Professor of Economics, 2006–2013.","Ph.D., Economics, 1999",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,0,0
Oregon/full/cv_blonigen.docx,BRUCE A. BLONIGEN,2000,University of Oregon,5,"2000 - 2004	Associate Professor, Department of Economics 1995 - 2000	Assistant Professor, Department of Economics","Ph.D., Economics, June 1995, UNIVERSITY OF CALIFORNIA-DAVIS, Davis, CA.",0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,11,0,0,0
Oregon/full/evans_cv.docx,George Evans,1994,University of Oregon,14,"Since September 1994, Professor, John B. Hamacher Chair of Economics, University of Oregon, Eugene, Oregon, USA. College of Arts and Sciences Distinguished Professor, 2005.","University of California, Berkeley, Ph.D., Economics, 1980.",1,4,1,3,0,2,0,0,0,0,0,0,0,3,3,5,0,7,0,0,0,0,0
Oregon/full/lbak-cv.docx,Laura A. Bakkensen,2020,University of Arizona,6,Associate Professor. School of Government and Public Policy. University of Arizona. 2020 - 2024.,Ph.D. Environmental and Natural Resource Economics. Yale University. 2014.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Oregon/full/kolpinCV.docx,Van Kolpin,1992,University of Oregon,6,"Associate Professor of Economics, University of Oregon: 1992 - 1998.","Doctor of Philosophy:	Applied Mathematical Science, May 1986, University of Iowa. Thesis Title:		“Extensions and Applications of Effectivity Function Theory” Advisor:			Professor Tatsuro Ichiishi, (Economics and Mathematics).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Oregon/full/mcgough_vita_2024.docx,Bruce McGough,2006,Oregon State University,6,"Associate Professor, Department of Economics, Oregon State University, 2006 - 2011.","University of Oregon	Ph.D., Economics, June 2000",0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,0,3,0,0,0,0,0
Pittsburgh/associate/CV_Mylovanov_June_2021.docx,,,,,,Ph.D. in economics	University of Wisconsin-Madison	2004,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0
Pittsburgh/associate/Ferrara - CV.docx,Andreas Ferrara,2025,University of Pittsburgh,6,"Associate Professor, University of Pittsburgh, Department of Economics, since Sep. 2025","Ph.D. in Economics, University of Warwick, 2019",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pittsburgh/associate/OSEA_GIUNTELLA_CV_aug25.docx,Osea Giuntella,2022,University of Pittsburgh,9,"Associate Professor of Economics (with tenure), University of Pittsburgh, September 2022-","Ph.D., Economics, Boston University, Boston MA, May 2013",0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
Pittsburgh/associate/Rania_Gihleb_CV_April2023.docx,Rania Gihleb,,,,,"Ph.D., Economics, Boston University, Boston MA, May 2014 Dissertation Title: Female Labor Supply and Assortative Mating Main Advisor: Claudia Olivetti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh/associate/LauraLiu_cv.docx,Laura Liu,2023,University of Pittsburgh,6,"⋄ Associate Professor of Economics, University of Pittsburgh, Fall 2023 - present","⋄ Ph.D., Economics, University of Pennsylvania, 2017",0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
Pittsburgh/associate/beresteanu_vita.docx,Arie Beresteanu,2012,University of Pittsburgh,11,University of Pittsburgh – Associate Professor 2012-present,Date of Completion:	June 2001,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Pittsburgh/full/CVRipoll.docx,Marla Ripoll,2007,University of Pittsburgh,7,"Associate Professor, Department of Economics, University of Pittsburgh, 2007 – 2017","PhD in Economics, University of Rochester, 2000",0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,0,0,5,0,0,0,0,0
Pittsburgh/associate/cv_Lusher.docx,LESTER R. LUSHER,2022,University of Hawaii at Manoa,5,"Associate Prof., University of Hawaii at Manoa, Department of Economics, 2022-2023","Ph.D. Economics, 2017; M.A. Economics, 2012; B.A. Economics, B.A. Statistics, Psychology Minor, 2011",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Pittsburgh/full/CV_Daniele_Coen_Pirani_August_2025.docx,Daniele Coen-Pirani,2010,University of Pittsburgh,10,"Associate Professor of Economics (with tenure), University of Pittsburgh, 2010-2019 Visiting Scholar, Federal Reserve Bank of Philadelphia, 2013-2019","University of Rochester	Economics	Ph.D., 2000",0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0
Pittsburgh/full/Alistair_CV.docx,Alistair J. Wilson,,,,,"PhD., Economics, New York University, 2011.",0,4,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh/full/WangSW-CV.docx,Stephanie W. Wang,2015,University of Pittsburgh,7,Associate Professor of Economics	2015-2024,Ph.D. in Economics	2004-2008,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Pittsburgh/full/CV_November_2020_walsh.docx,Randall P. Walsh,,,,,"Ph.D.	Economics Duke, University, Fall 2002",0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2
Pittsburgh/full/VITA_Dejong.docx,David N. DeJong,1992,University of Pittsburgh,3,"1992-2000	Associate Professor, Department of Economics, University of Pittsburgh Spring 1994	Visiting Assoc. Professor, Department of Economics, University of Iowa 1989-1991	Assistant Professor, Department of Economics, University of Pittsburgh 1985-1989	RA and TA, Department of Economics, University of Iowa","B.A. (Summa Cum Laude, Honors in Economics), Central College (Pella, Iowa), 1985 Ph.D., University of Iowa, 1989",0,1,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,3,0
Pittsburgh/full/cv_weelden.docx,Richard Van Weelden,,,,,"Ph.D. in Economics, Yale University, December 2010.",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Pittsburgh/full/CV_september_2025_Vesterlund.docx,Lise Vesterlund,2004,University of Pittsburgh,7,"Andrew W. Mellon Associate Professor, University of Pittsburgh, Sept. 2007-2009 Associate Professor, University of Pittsburgh, Sept. 2004-2007","Ph.D. in Economics, University of Wisconsin, Madison, 1997",2,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5,0,0
Pittsburgh/full/cvrigotti.docx,Luca Rigotti,2006,Duke University,9,"Associate Professor, Fuqua School of Business, Duke University. 2006-2010. Assistant Professor, Fuqua School of Business, Duke University. 2002-2006.","Ph.D. in Economics. Yale University, 1997.",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Pittsburgh/full/dmberkcv0425.docx,Daniel Berkowitz,2006,University of Pittsburgh,18,"2006-	Professor of Economics, University of Pittsburgh","Ph.D., Economics, Columbia University, 1988",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,2
Purdue/associate/Carr_CV_May_2021.docx,Jillian B. Carr,,,,,"Ph.D., Economics, Texas A&M University, May 2015",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Purdue/associate/CV YR web.docx,Yaroslav Rosokha,2021,Purdue University,8,"Associate Professor of Economics (with tenure), Purdue University	Aug 2021 – present","Ph.D.	Economics, University of Texas at Austin	May 2013",0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
Purdue/associate/Soderbery_CV.docx,Anson Soderbery,2017,Purdue University,6,"Associate Professor, Department of Economics, Purdue University, June 2017 –Present.","Ph.D. Economics, University of California – Davis, 2011.",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1
Purdue/associate/BZOU_CV.docx,Ben ZOU,2024,Purdue University,9,"2022 - present	Daniels School of Business, Purdue University 2024 - present, Associate Professor of Economics 2022 - 2024, Assistant Professor of Economics","2015	Ph.D. Economics, University of Maryland, College Park",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
Purdue/associate/hedlund_cv.docx,Aaron Hedlund,2020,University of Missouri,,Associate Professor of Economics (with tenure): 2020–2022,,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Purdue/full/508_JamesBullard_CV.docx,Samuel R. Allen,,,,,"Ph.D., Economics, Indiana University, Bloomington, Indiana, 1990.",0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,6,0,0,0,0,0
Purdue/full/B. Roberson Vita F23.docx,Brian Roberson,2013,Purdue University,8,"Associate Professor, Purdue University, Department of Economics, 2013 - 2020 Research Affiliate, Chapman University, Economic Science Institute, 2015 - present Assistant Professor, Purdue University, Department of Economics, 2010 - 2013 Assistant Professor, Miami University, Department of Economics, 2006 - 2010","Ph.D. 2005 Purdue University, Krannert School of Management, Economics",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Purdue/full/CasonCV.docx,,1997,University of Southern California,6,"University of Southern California
Associate Professor, 1997-1998; Assistant Professor, 1991-1997","EDUCATION	 Ph.D. – University of California, Berkeley (1991)",0,1,1,1,3,0,0,0,0,0,1,0,0,3,2,3,0,0,0,0,2,0,1
Purdue/full/BondCV.docx,Timothy N. Bond,2019,Purdue University,7,"Visiting Research Scholar, University of California, Santa Barbara, Spring 2021 Associate Professor of Economics, Purdue University, August 2019-August 2025 Research Fellow, Institute of Labor Economics (IZA), December 2017-Present","Ph.D., Economics, Boston University, 2012",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Purdue/full/Bao_CV.docx,Yong Bao,2010,Purdue University,6,"Associate Professor of Economics (with tenure), Purdue University, 2010–2017 (on leave during 2016–2017) Associate Professor of Economics (without tenure), Purdue University, 2008–2010","University of California, Riverside (September 1999 – June 2004) Ph.D. in Economics, June 2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Purdue/full/CV_Dufwenberg_Aug-2025.docx,Martin Dufwenberg,1998,Stockholm University,3,"Spring-‘02	Humboldt Visiting Professor, Bonn University 1998-2001	Associate Professor, Stockholm University 1996-98	Assistant Professor, Uppsala University","2023	Doctorate Honoris Causa, University of Gothenburg 1995	PhD Economics, Uppsala University",0,3,2,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0
Purdue/full/ChanCVweb.docx,Joshua Chan,2016,Australian National University,6,"Australian National University, Australia
Associate Professor	2016","University of Queensland, Australia PhD, Statistics (July 2010)",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0
"Purdue/full/Hummels, David L CV 6.22.2023.docx",David L. Hummels,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1
Purdue/full/Cv.docx,Ralph B. Siebert,2011,Purdue University,,"2011 - 2018	Associate Professor (with tenure) at Purdue University, Krannert School of Management, Dept. of Economics, West Lafayette, Indiana, USA.",,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Purdue/full/Gill_CV.docx,David Gill,2014,University of Oxford,,"Associate Professor, Department of Economics, 2014 - 2016 (with tenure 2015 - 2016)","D.Phil. (= Ph.D.) in Economics, University of Oxford (Nuffield College), 2001 - 2005 P.G.Cert. in Academic Practice, University of Southampton, 2007 - 2009",0,1,0,0,2,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,1,0,0
Purdue/full/Mumford-CV.docx,Kevin J. Mumford,2014,Purdue University,7,"Associate Professor, Purdue University	2014 - 2023","Ph.D. in Economics, Stanford University	2007",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Purdue/full/crucinicv.docx,MARIO J. CRUCINI,1999,Vanderbilt University,8,"Vanderbilt University, Nashville, TN
Professor of Economics, 2012 – August 15, 2021 Associate Professor of Economics, 1999 – 2012","Ph.D. in Economics, “The Transmission of Business Cycles in the Open Economy” 1991 (Advisors: Marianne Baxter, James Kahn, Robert G. King)",0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,3,0,0,0
Purdue/full/cv_chongxiang.docx,Chong Xiang,2008,Purdue University,6,"Associate Professor of Economics, Purdue University. 2008-2014.","Ph.D., M.A., Economics, the University of Michigan, Ann Arbor, 2002.",0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0
Purdue/full/kejriwal_mohitosh_cv_dec6_24.docx,Mohitosh Kejriwal,2013,Purdue University,6,"Associate Professor of Economics, Daniels School of Business (formerly Krannert School of Management), Purdue University, 2013-2023",Dissertation Advisor: Pierre Perron Date of Completion: May 2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Purdue/full/hedlund_cv.docx,Aaron Hedlund,2020,University of Missouri,,Associate Professor of Economics (with tenure): 2020–2022,,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Rice/associate/Bobkova_CV.docx,Nina Bobkova,,,,,"2012-2018	University of Bonn, Ph.D. in Economics (Dr. rer. pol., summa cum laude)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Rice/associate/CV Pouliot Nov2025.pages.docx,Guillaume A. Pouliot,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Purdue/full/victoria_prowse_cv.docx,Victoria Prowse,2016,Cornell University,9,"Associate Professor (with tenure), Department of Economics, Cornell University, 2016","D.Phil. (=Ph.D.) Economics, 2004–2007 University of Oxford (Nuffield College)",0,1,0,0,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0
Rice/associate/Bethune-CV.docx,Zachary A. Bethune,2021,University of Virginia,6,"Associate Professor (with tenure), Department of Economics, University of Virginia (August 2021 - July 2022)","Education	• Ph.D. Economics, University of California, Santa Barbara, 2015",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rice/associate/CV_Calvi_current.docx,Rossella Calvi,2024,Rice University,8,"Rice University, Department of Economics, Associate Professor (2024 – present; parental leave: Spring 2025)","Ph.D., Economics, Boston College (2016)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
Rice/associate/Nina Bobkova.docx,Nina Bobkova,,,,,Ph.D. in Economics (summa cum laude),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rice/associate/Marc Dudey.docx,Marc Dudey,1996,Rice University,12,"1996	Associate Professor of Economics, Rice University, Houston, TX 1990-1996	Assistant Professor of Economics, Rice University, Houston, TX","1986	MS in Mathematics, University of Southern California 1984	PhD in Economics, Princeton University",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rice/associate/Yunmi_Kong_CV.docx,Yunmi Kong,2024,Rice University,8,"2024 -	Associate Professor, Rice University","2010 - 2016	Ph.D. in Economics, New York University",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rice/full/Brown, B..docx",Bryan W. Brown,1983,Rice University,6,"Associate Professor of Economics, Rice University, 1983-89. Professor of Economics, Rice University, 1989-1992.","Ph.D., Economics, University of Pennsylvania, 1977.",0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0
Rice/full/CV-George-R.-Zodrow.docx,George R. Zodrow,1986,Rice University,6,"Associate Professor, Department of Economics, Rice University, 1986–1991","Ph.D., Economics, Princeton University, 1980 M.A., Economics, Princeton University, 1977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Rice/full/Jim Brown.docx,James N. Brown,1990,SUNY Stony Brook,10,"Associate Professor, Economics Department, SUNY Stony Brook: 9/90 - 8/92","Ph.D., 1980 (Economics) University of Chicago",0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Rice/full/Cunha_CV.docx,Flávio Cunha,2014,Rice University,7,"July/2014 – June/2017: Associate Professor, Rice University.","2007:	Ph.D. (Economics) at the University of Chicago, Chicago, USA.",0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
Rice/full/KBackCV.docx,Kerry Back,1987,Indiana University,4,"Indiana University
Associate Professor of Finance, 1987–90.","Education	University of Kentucky, Ph.D., Economics, 1983.",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
