file,name,promotion_year,promotion_university,years_post_phd,QUARTERLY JOURNAL OF ECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,REVIEW OF ECONOMIC STUDIES,JOURNAL OF POLITICAL ECONOMY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,THEORETICAL ECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,QUANTITATIVE ECONOMICS,REVIEW OF ECONOMICS AND STATISTICS,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF ECONOMIC THEORY,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,RAND JOURNAL OF ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF DEVELOPMENT ECONOMICS
Iowa State/full/Lence_S_2025CV.docx,Sergio H. Lence,2003,Iowa State University,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iowa State/full/ORAZEM.docx,Peter Francis Orazem,1988,Iowa State University,5,0,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
Iowa State/full/VitaJAHMay2019.docx,Arne Hallam,1988,Iowa State University,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Iowa State/full/Singh Rajesh cv 2024.docx,Rajesh Singh,2008,Iowa State University,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Iowa State/full/RESUME.docx,David A. Hennessy,1999,Iowa State University,6,0,8,0,0,0,0,0,0,0,2,0,0,0,2,1,2,0,0,0,0,3,0,1
Iowa State/full/kreider_cv.docx,Brent E. Kreider,2001,Iowa State University,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0
Iowa State/full/jbvita March 2024.docx,Joydeep Bhattacharya,2003,Iowa State University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0
Michigan State/associate/Barnwal_CV_Sep_2025.docx,Prabhat Barnwal,2024,Michigan State University,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Michigan State/associate/CVHanzhe.docx,Hanzhe Zhang,2023,Michigan State University,8,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1
Michigan State/associate/CV_ADM.docx,Antonio Doblas-Madrid,2015,Michigan State University,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Michigan State/associate/CV_bushong.docx,Benjamin Bushong,2024,Michigan State University,11,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Michigan State/associate/sorenanderson_cv.docx,Soren T. Anderson,2015,Michigan State University,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michigan State/full/CV Kyoo il Kim.docx,Kyoo Il Kim,2014,Michigan State University,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0
Michigan State/full/HaiderCV.docx,Steven J. Haider,2005,Michigan State University,7,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
Michigan State/full/CV_Eguia.docx,Jon X. Eguia,2013,University of Bristol,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
Michigan State/full/JeitschkoCVJan2022.docx,Thomas D. Jeitschko,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Michigan State/full/Mike Conlin - Curriculum Vitae.docx,Michael Conlin,2005,Syracuse University,10,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1
Michigan State/full/Revised-CV-PDF-Edits-0521.docx,Lisa D. Cook,2013,Michigan State University,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michigan State/full/Stacy Dickert-Conlin - Curriculum Vitae.docx,Stacy Dickert-Conlin,2005,Michigan State University,9,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Michigan State/full/ElderCVcurrent.docx,Todd E. Elder,2011,Michigan State University,9,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Michigan State/full/WoodburyCV(2025-10).docx,Stephen A. Woodbury,1988,Michigan State University,7,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0
Michigan State/full/cv_ahlin.docx,Cynthia Ahlin,2009,Michigan State University,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,7
Michigan State/full/Zhu_CV_Sept2025.docx,Susan Chun Zhu,2007,Michigan State University,6,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1
Michigan State/full/cv_Imberman.docx,Scott A. Imberman,2012,Michigan State University,5,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0
Michigan State/full/cv_matusz.docx,Steven J. Matusz,1988,Michigan State University,5,1,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,0,0,0
Michigan State/full/cv_galvao.docx,"Antonio F. Galvao, Jr.",,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0
Michigan State/full/cv_davidson.docx,Carl Davidson,1982,Michigan State University,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,5,0,2,0,3,7,3,0,0
Michigan State/full/cv-current-Choi.docx,Jay Pil Choi,1996,Columbia University,6,1,1,0,1,0,0,0,1,0,0,3,0,0,1,7,1,0,0,8,2,2,0,0
Michigan State/full/cvminettidec2025.docx,Raoul Minetti,2008,Michigan State University,6,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,4,0,2,0,0,0
Michigan State/full/cv_wooldridge.docx,Jeffrey M. Wooldridge,1993,Michigan State University,7,1,2,2,0,1,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,17,0
Michigan State/full/cv_mukherjee.docx,Arijit Mukherjee,2014,Michigan State University,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0
Michigan State/full/papkecv.docx,Leslie E. Papke,1994,Michigan State University,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
NCSU Raleigh/associate/CV_Garcia_2024.docx,Filomena Garcia,2017,Indiana University,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Michigan State/full/vita-vogelsang.docx,Timothy J. Vogelsang,1999,Cornell University,6,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0
NCSU Raleigh/associate/Ilze-Kalnina-CV.docx,Ilze Kalnina,2025,North Carolina State University,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
NCSU Raleigh/full/CV_MSMorrill.docx,Melinda Sandler Morrill,2015,North Carolina State University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NCSU Raleigh/full/DenisPelletier-Vitae.docx,Denis Pelletier,2009,North Carolina State University,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
NCSU Raleigh/full/CV_Opromolla.docx,Luca David Opromolla,,,,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
NCSU Raleigh/full/Goodwin-CV-Jan20-2.docx,Barry K. Goodwin,1988,Kansas State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0
NCSU Raleigh/full/Canercv.docx,Mehmet Caner,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0
NCSU Raleigh/full/LeeCraigCV-April-2023-1.docx,Lee A. Craig,1994,North Carolina State University,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCSU Raleigh/full/Steve-Allen-CV-March-2022.docx,Steven G. Allen,1983,North Carolina State University,5,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
NCSU Raleigh/full/VITACUR.RLC-August-2025.docx,Robert L. Clark,1979,North Carolina State University,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
NCSU Raleigh/full/Morrill_T-CV_2019Nov.Jan20.docx,Thayer Morrill,2015,North Carolina State University,7,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Notre Dame/associate/CV_Lieber.docx,Ethan M.J. Lieber,2020,University of Notre Dame,7,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0
NCSU Raleigh/full/cv_dur_2024-oct.docx,Umut Mert Dur,2019,North Carolina State University,6,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0
Notre Dame/associate/CV_Bertanha.docx,M. Bertanha,2024,University of Notre Dame,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
Notre Dame/associate/Cronin_Chris_cv.10.14.25.docx,Christopher J. Cronin,2024,University of Notre Dame,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Notre Dame/associate/Johnson CV (August 2025).docx,Robert C. Johnson,2017,Dartmouth College,9,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
Notre Dame/associate/Kirk_Doran_CV.docx,Kirk Bennett Doran,2015,University of Notre Dame,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Notre Dame/associate/cesar_sosa-padilla_CV.docx,César Sosa-Padilla,2023,University of Notre Dame,11,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0
Notre Dame/associate/TarynDinkelmanSept25_CV.docx,Taryn Dinkelman,2017,Dartmouth College,9,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
Notre Dame/associate/kotowski_cv_jan_2026.docx,Maciej H. Kotowski,2015,Harvard University,4,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,1,0,0
Notre Dame/associate/pugsley_cv.docx,Benjamin Wild Pugsley,2022,University of Notre Dame,10,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Notre Dame/full/CV_CBaumeister.docx,Christiane Baumeister,2017,University of Notre Dame,7,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0
Notre Dame/full/Iyer_CV_2025_July.docx,Lakshmi Iyer,2016,University of Notre Dame,13,0,1,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1
Notre Dame/associate/stangebye_cv_july25.docx,Zachary R. Stangebye,2025,University of Notre Dame,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Notre Dame/full/Pries-CV-May-22.docx,Michael J. Pries,2007,University of Notre Dame,8,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Notre Dame/full/Kearney-CV-March2025.docx,Melissa Schettini Kearney,2009,University of Maryland,7,0,2,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0
Notre Dame/full/Vita_Gresik.docx,Thomas A. Gresik,1991,The Pennsylvania State University,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,4,0,0
Notre Dame/full/cv_buckles.docx,Kasey Buckles,2013,University of Notre Dame,8,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Notre Dame/full/campbell_cv_jan_2026.docx,Jeffrey R. Campbell,2002,University of Chicago,7,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0
Notre Dame/full/cv-Aug-2024_kali.docx,Kali P. Rath,1998,University of Notre Dame,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
Notre Dame/full/cv_enrique_seira_sept_2025.docx,Enrique Seira,2017,Instituto Tecnológico Autónomo de México,10,1,2,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0
Notre Dame/full/cv_hungerman.docx,Daniel M. Hungerman,2011,University of Notre Dame,6,1,1,0,0,1,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,4,0,1
Notre Dame/full/cv_sims.docx,Eric R. Sims,2014,University of Notre Dame,5,0,1,0,0,0,2,0,0,1,0,0,0,4,0,1,0,0,4,0,0,0,0,0
Notre Dame/full/cv_matthes.docx,Christian Matthes,2019,Indiana University,9,0,0,0,1,0,2,0,0,0,0,0,2,1,2,2,0,0,5,0,0,0,1,0
Notre Dame/full/cv_sullivan.docx,James X. Sullivan,2009,University of Notre Dame,,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Notre Dame/full/kaboskiCV.docx,Joseph P. Kaboski,2010,Ohio State University,9,0,4,1,4,0,2,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
Notre Dame/full/thornton_cv_dec_2025.docx,Rebecca L. Thornton,2015,University of Illinois at Urbana-Champaign,9,0,1,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2
Notre Dame/full/vita_nelson.docx,Nelson C. Mark,1989,The Ohio State University,6,0,3,0,1,0,1,0,0,0,0,0,0,1,1,4,0,0,4,0,5,0,0,0
Ohio State/associate/Alex Hollingsworth CV.docx,Alex Hollingsworth,2021,Indiana University,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Notre Dame/full/vita_wne.docx,William N. Evans,1994,University of Maryland,6,3,2,0,0,3,0,0,0,2,0,0,0,6,0,0,0,2,0,1,0,5,1,1
Ohio State/associate/Brown_ cv_February2025.docx,Meta Brown,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ohio State/associate/John Rehbeck CV.docx,John Rehbeck,2022,The Ohio State University,5,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Ohio State/full/Aubhik Khan CV.docx,Aubhik Khan,2008,Ohio State University,15,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Ohio State/full/Audrey Light CV.docx,Audrey L. Light,2000,The Ohio State University,13,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0
Ohio State/associate/Pok-Sang Lam CV.docx,Pok-sang Lam,1993,The Ohio State University,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
Ohio State/full/Bruce Weinberg CV.docx,Bruce A. Weinberg,,,,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,1
Ohio State/full/Healy-CV.docx,Paul J. Healy,2010,The Ohio State University,5,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0
Ohio State/full/Jim Peck.docx,James Peck,1992,The Ohio State University,7,1,2,1,1,1,0,0,0,0,0,2,0,0,0,2,11,0,1,2,0,0,0,0
Ohio State/full/Julia Thomas CV.docx,Julia Kathryn Thomas,2008,Ohio State University,10,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ohio State/full/John Kagel CV.docx,John H. Kagel,1982,University of Houston,12,2,11,5,0,3,0,0,1,0,0,4,0,2,6,0,2,1,0,3,0,1,1,0
Ohio State/full/Kurt Lavetti CV.docx,Kurt J. Lavetti,2019,Ohio State University,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ohio State/full/Matthew Weinberg CV.docx,Matthew C. Weinberg,2016,Drexel University,9,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Ohio State/full/Trevon Logan CV.docx,Trevon D. Logan,2010,The Ohio State University,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohio State/full/Yaron Azrieli CV.docx,Yaron Azrieli,2015,The Ohio State University,7,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0
Ohio State/full/cv_blevins.docx,Jason R. Blevins,,,,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0
Ohio State/full/de_jong_r_-_cv_-_2022.docx,Robert M. de Jong,2000,Michigan State University,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0
Ohio State/full/yang-vita-2023-osu.docx,Huanxing Yang,2010,Ohio State University,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,2,0,0,0,0
Oregon/associate/BurlandoCV.docx,Alfredo Burlando,2017,University of Oregon,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
Oregon/associate/CV_cristea.docx,Anca D. Cristea,2016,University of Oregon,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon/associate/CV_Kuhn.docx,M. Kuhn,2020,University of Oregon,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1
Oregon/associate/ColasCV.docx,Mark Colas,2025,University of Oregon,8,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Oregon/associate/David+Evans+CV+Oct+2024.docx,David G. Evans,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Oregon/associate/Davis_CV.docx,Jonathan Martin Villars Davis,2025,University of Oregon,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Oregon/associate/JIABIN WU CV.docx,Jiabin Wu,2020,University of Oregon,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
Oregon/associate/Wong_CV.docx,Woan Foong Wong,2025,University of Oregon,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Oregon/associate/Mullen_CV.docx,Kathleen J. Mullen,2022,University of Oregon,17,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
Oregon/full/Anne van den Nouweland - CV.docx,Anne van den Nouweland,2001,University of Oregon,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon/associate/miller-cv-web-2023-10-18.docx,Keaton S. Miller,2023,University of Oregon,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Oregon/full/BenjaminHansenCV2023.docx,Benjamin Hansen,2015,University of Oregon,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0
Oregon/full/Waddell-Glen_CV.docx,Glen R Waddell,2007,University of Oregon,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Oregon/full/Vitae_Piger.docx,Jeremy Piger,2008,University of Oregon,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,2,0
Oregon/full/cv_blonigen.docx,Bruce A. Blonigen,2000,University of Oregon,5,0,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,10,0,0,0
Oregon/full/Harbaugh Vitae.docx,William T. Harbaugh,,,,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Oregon/full/kolpinCV.docx,Van Kolpin,1992,University of Oregon,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Oregon/full/evans_cv.docx,,1992,London School of Economics,12,1,5,1,3,0,2,0,0,0,0,0,0,0,3,3,5,0,7,0,0,0,0,0
Oregon/full/cv_shankha.docx,Shankha Chakraborty,2006,University of Oregon,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,0,0,0,0
Oregon/full/lbak-cv.docx,Laura A. Bakkensen,2020,University of Arizona,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh/associate/CV_Mylovanov_June_2021.docx,Tymofiy Mylovanov,2015,University of Pittsburgh,11,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0
Oregon/full/mcgough_vita_2024.docx,Bruce McGough,2006,Oregon State University,6,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,3,0,0,0,0,0
Pittsburgh/associate/LauraLiu_cv.docx,Laura Liu,2023,Indiana University,6,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
Pittsburgh/associate/Ferrara - CV.docx,Andreas Ferrara,2025,University of Pittsburgh,6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pittsburgh/associate/Rania_Gihleb_CV_April2023.docx,Rania Gihleb,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh/associate/OSEA_GIUNTELLA_CV_aug25.docx,Osea Giuntella,2022,University of Pittsburgh,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Pittsburgh/associate/beresteanu_vita.docx,Arie Beresteanu,2012,University of Pittsburgh,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Pittsburgh/associate/cv_Lusher.docx,Lester R. Lusher,2023,University of Pittsburgh,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Pittsburgh/full/Alistair_CV.docx,Alistair J. Wilson,2017,University of Pittsburgh,6,0,2,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh/full/CVRipoll.docx,Marla Ripoll,2007,University of Pittsburgh,7,0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,0,0,5,0,0,0,0,0
Pittsburgh/full/CV_November_2020_walsh.docx,Randall P. Walsh,2008,University of Pittsburgh,6,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2
Pittsburgh/full/CV_Daniele_Coen_Pirani_August_2025.docx,Daniele Coen-Pirani,2010,University of Pittsburgh,10,0,1,0,0,0,2,0,0,1,0,0,0,0,0,5,0,0,3,0,0,1,0,0
Pittsburgh/full/CV_september_2025_Vesterlund.docx,Lise Vesterlund,2004,University of Pittsburgh,7,2,3,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,5,0,0
Pittsburgh/full/VITA_Dejong.docx,David N. DeJong,1992,University of Pittsburgh,3,0,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,2,0
Pittsburgh/full/WangSW-CV.docx,Stephanie W. Wang,2015,University of Pittsburgh,7,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Pittsburgh/full/cv_weelden.docx,Richard Van Weelden,2017,University of Pittsburgh,7,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Pittsburgh/full/cvrigotti.docx,Luca Rigotti,2006,Duke University,9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Purdue/associate/BZOU_CV.docx,Ben Zou,2024,Purdue University,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
Pittsburgh/full/dmberkcv0425.docx,Daniel Berkowitz,2006,University of Pittsburgh,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,2
Purdue/associate/CV YR web.docx,Yaroslav Rosokha,2021,Purdue University,8,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
Purdue/associate/Soderbery_CV.docx,Anson Soderbery,2017,Purdue University,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1
Purdue/associate/Carr_CV_May_2021.docx,Jillian B. Carr,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Purdue/associate/hedlund_cv.docx,Aaron Hedlund,2020,University of Missouri,8,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Purdue/full/508_JamesBullard_CV.docx,Samuel R. Allen,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,7,0,0,0,0,0
Purdue/full/B. Roberson Vita F23.docx,Brian Roberson,2013,Purdue University,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Purdue/full/BondCV.docx,Timothy N. Bond,2019,Purdue University,7,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Purdue/full/Bao_CV.docx,Yong Bao,2010,Purdue University,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Purdue/full/CV_Dufwenberg_Aug-2025.docx,Martin Dufwenberg,1998,Stockholm University,3,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0
Purdue/full/CasonCV.docx,Timothy N. Cason,1998,University of Southern California,7,0,2,1,1,3,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,2,0,1
Purdue/full/Cv.docx,Ralph B. Siebert,2011,Purdue University,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Purdue/full/ChanCVweb.docx,Joshua Chan,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
Purdue/full/Gill_CV.docx,David Gill,2009,University of Southampton,4,0,1,0,0,2,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,1,0,0
Purdue/full/Mumford-CV.docx,Kevin J. Mumford,2014,Purdue University,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Purdue/full/hedlund_cv.docx,Aaron Hedlund,2020,University of Missouri,8,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Purdue/full/Hummels, David L CV 6.22.2023.docx",David L. Hummels,2002,Purdue University,7,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1
Purdue/full/cv_chongxiang.docx,Chong Xiang,2008,Purdue University,6,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0
Purdue/full/crucinicv.docx,Mario J. Crucini,1999,Vanderbilt University,8,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,4,0,3,0,0,0
Purdue/full/victoria_prowse_cv.docx,Victoria Prowse,2016,Cornell University,9,0,1,0,0,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0
Purdue/full/kejriwal_mohitosh_cv_dec6_24.docx,Mohitosh Kejriwal,2013,Purdue University,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
