file,name,promotion_year,promotion_university,years_post_phd,promotion_evidence,phd_evidence,QUARTERLY JOURNAL OF ECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,REVIEW OF ECONOMIC STUDIES,JOURNAL OF POLITICAL ECONOMY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,THEORETICAL ECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,QUANTITATIVE ECONOMICS,REVIEW OF ECONOMICS AND STATISTICS,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF ECONOMIC THEORY,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,RAND JOURNAL OF ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF DEVELOPMENT ECONOMICS
Ohio State/full/Trevon Logan CV.docx,TREVON D. LOGAN,2010,The Ohio State University,6,"Associate Professor of Economics (with tenure), 2010-2015","University of California, Berkeley, Ph.D., Economics, 2004",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ohio State/full/Yaron Azrieli CV.docx,Yaron Azrieli,2015,The Ohio State University,,"2015-2022: Associate Professor, Economics, The Ohio State University",,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0
Ohio State/full/cv_blevins.docx,JASON R. BLEVINS,2017,The Ohio State University,7,"Associate Professor, 2017–2025.","Ph.D. Economics, Duke University, 2010.",0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0
Ohio State/full/de_jong_r_-_cv_-_2022.docx,Robert M. de Jong,2003,Ohio State University,10,October 2003 - September 2007: Associate Professor at Ohio State University.,"Ph.D., Economics, Free University Amsterdam (The Netherlands), 1993, under supervision of Herman J. Bierens.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ohio State/full/yang-vita-2023-osu.docx,,2010,Ohio State University,6,"Associate Professor (with tenure), Ohio State University, 2010 - 2020","Ph.D. in Economics, University of Pennsylvania, 2004",0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,0,0
Oregon/associate/BurlandoCV.docx,Alfredo Burlando,2017,University of Oregon,7,"Associate Professor, Dept. Economics, University of Oregon (2017- )","Ph.D., Economics, Boston University, Boston, MA (May 2010)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
Oregon/associate/CV_Kuhn.docx,Makuhn,2020,University of Oregon,6,"2020 – present: Associate Professor, Economics Department, University of Oregon","2014: University of California, San Diego, Economics Ph.D.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1
Oregon/associate/ColasCV.docx,Mark Colas,,,,,,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Oregon/associate/CV_cristea.docx,Anca D. Cristea,2016,University of Oregon,6,"Associate Professor of Economics, University of Oregon, 2016–present","Ph.D., Economics, Purdue University, 2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon/associate/David+Evans+CV+Oct+2024.docx,David G. Evans,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon/associate/Davis_CV.docx,Jonathan Martin Villars Davis,2025,University of Oregon,9,"Associate Professor, Department of Economics, University of Oregon		September 2025-Present",Ph.D. Public Policy	2012-2016,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
Oregon/associate/JIABIN WU CV.docx,Jiabin Wu,2020,University of Oregon,6,Associate Professor (with tenure) 2020-Present,"Ph.D., Economics, University of Wisconsin-Madison 2014",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Oregon/associate/Mullen_CV.docx,Kathleen J. Mullen,2022,University of Oregon,17,"Associate Professor and Petrone Chair in Economics, University of Oregon, 2022-Present","Ph.D., Economics, University of Chicago, 2005",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
Oregon/associate/Wong_CV.docx,WOAN FOONG WONG,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Oregon/associate/miller-cv-web-2023-10-18.docx,KEATON S. MILLER,2023,University of Oregon,8,"2023 – present:	Associate Professor, Economics Department, University of Oregon, Eugene, OR, USA","2015:	University of Minnesota - Twin Cities, Ph.D., Economics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Oregon/full/Anne van den Nouweland - CV.docx,Anne van den Nouweland,2001,University of Oregon,8,"2001-2007: Associate Professor, Department of Economics, University of Oregon, USA (on leave during 2007)","February 5, 1993PhD, Department of Econometrics, Tilburg University, The Netherlands.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon/full/BenjaminHansenCV2023.docx,Benjamin Hansen,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0
Oregon/full/Harbaugh Vitae.docx,William T. Harbaugh,,,,,"University of Wisconsin - Madison, Ph.D. in Economics, September 1, 1995.",0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Oregon/full/Vitae_Piger.docx,Jeremy Piger,2008,University of Oregon,8,"Associate Professor, Department of Economics, University of Oregon, 2008 – 2014","University of Washington	Ph.D., Economics, June 2000",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0
Oregon/full/Waddell-Glen_CV.docx,Glen R Waddell,2007,University of Oregon,7,"University of Oregon, Associate Professor of Economics, 2007–2013","Ph.D., Economics, December 2000",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Oregon/full/cv_blonigen.docx,BRUCE A. BLONIGEN,2000,University of Oregon,5,"2000 - 2004	Associate Professor, Department of Economics","Ph.D., Economics, June 1995, UNIVERSITY OF CALIFORNIA-DAVIS, Davis, CA.",0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,10,0,0,0
Oregon/full/cv_shankha.docx,Shankha Chakraborty,2006,University of Oregon,7,"University of Oregon: Associate Professor of Economics, 2006–2013.","Ph.D., Economics, 1999",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0
Oregon/full/evans_cv.docx,Gevans,,,,,"University of California, Berkeley, Ph.D., Economics, 1980.",1,4,1,3,0,2,0,0,0,0,0,0,0,2,3,5,0,6,0,0,0,0,0
Oregon/full/kolpinCV.docx,VAN KOLPIN,1992,University of Oregon,6,"Associate Professor of Economics, University of Oregon: 1992 - 1998.","Doctor of Philosophy: Applied Mathematical Science, May 1986, University of Iowa.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Oregon/full/lbak-cv.docx,Laura A. Bakkensen,2020,University of Arizona,6,Associate Professor. School of Government and Public Policy. University of Arizona. 2020 - 2024.,Ph.D. Environmental and Natural Resource Economics. Yale University. 2014.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Oregon/full/mcgough_vita_2024.docx,Bruce McGough,2006,Oregon State University,6,"Associate Professor, Department of Economics, Oregon State University, 2006 - 2011.","University of Oregon	Ph.D., Economics, June 2000",0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,2,0,0,0,0,0
Pittsburgh/associate/CV_Mylovanov_June_2021.docx,,,,,,Ph.D. in economics	University of Wisconsin-Madison	2004,0,1,1,1,0,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0
Pittsburgh/associate/Ferrara - CV.docx,Andreas Ferrara,2025,University of Pittsburgh,6,"Associate Professor, University of Pittsburgh, Department of Economics, since Sep. 2025","Ph.D. in Economics, University of Warwick, 2019",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pittsburgh/associate/LauraLiu_cv.docx,Laura Liu,2023,University of Pittsburgh,6,"⋄ Associate Professor of Economics, University of Pittsburgh, Fall 2023 - present","⋄ Ph.D., Economics, University of Pennsylvania, 2017",0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
Pittsburgh/associate/Rania_Gihleb_CV_April2023.docx,Rania Gihleb,,,,,"Ph.D., Economics, Boston University, Boston MA, May 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh/associate/OSEA_GIUNTELLA_CV_aug25.docx,Osea Giuntella,2022,University of Pittsburgh,9,"Associate Professor of Economics (with tenure), University of Pittsburgh, September 2022-","Ph.D., Economics, Boston University, Boston MA, May 2013",0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
Pittsburgh/associate/beresteanu_vita.docx,ARIE BERESTEANU,2012,University of Pittsburgh,11,University of Pittsburgh – Associate Professor 2012-present,Date of Completion: June 2001,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Pittsburgh/associate/cv_Lusher.docx,Lester R. Lusher,2022,University of Hawaii at Manoa,5,"Associate Prof., University of Hawaii at Manoa, Department of Economics, 2022-2023","Ph.D. Economics, 2017",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Pittsburgh/full/Alistair_CV.docx,Alistair J. Wilson,,,,,"PhD., Economics, New York University, 2011.",0,2,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh/full/CVRipoll.docx,Marla Ripoll,2007,University of Pittsburgh,7,"Associate Professor, Department of Economics, University of Pittsburgh, 2007 – 2017","PhD in Economics, University of Rochester, 2000",0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,0,0,4,0,0,0,0,0
Pittsburgh/full/CV_Daniele_Coen_Pirani_August_2025.docx,Daniele Coen-Pirani,2010,University of Pittsburgh,10,"Associate Professor of Economics (with tenure), University of Pittsburgh, 2010-2019","University of Rochester, Economics, Ph.D., 2000",0,1,0,0,0,2,0,0,1,0,0,0,0,0,4,0,0,3,0,0,1,0,0
Pittsburgh/full/CV_November_2020_walsh.docx,RANDALL P. WALSH,,,,,"Ph.D.	Economics Duke, University, Fall 2002",0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2
Pittsburgh/full/CV_september_2025_Vesterlund.docx,Lise Vesterlund,2004,University of Pittsburgh,7,"Associate Professor, University of Pittsburgh, Sept. 2004-2007","Ph.D. in Economics, University of Wisconsin, Madison, 1997",2,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0
Pittsburgh/full/VITA_Dejong.docx,David N. DeJong,1992,University of Pittsburgh,3,"1992-2000	Associate Professor, Department of Economics, University of Pittsburgh","Ph.D., University of Iowa, 1989",0,1,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,2,0
Pittsburgh/full/WangSW-CV.docx,Stephanie W. Wang,2015,University of Pittsburgh,7,Associate Professor of Economics	2015-2024,Ph.D. in Economics	2004-2008,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Pittsburgh/full/cv_weelden.docx,RICHARD VAN WEELDEN,,,,,"Ph.D. in Economics, Yale University, December 2010.",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Pittsburgh/full/dmberkcv0425.docx,Daniel Berkowitz,,,,,"Ph.D., Economics, Columbia University, 1988",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,2
Pittsburgh/full/cvrigotti.docx,Luca Rigotti,2006,Duke University,9,"Associate Professor, Fuqua School of Business, Duke University. 2006-2010.","Ph.D. in Economics. Yale University, 1997.",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Purdue/associate/BZOU_CV.docx,Ben Zou,2024,Purdue University,9,"2024 - present, Associate Professor of Economics","2015 Ph.D. Economics, University of Maryland, College Park",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
Purdue/associate/CV YR web.docx,Yaroslav Rosokha,2021,Purdue University,8,"Associate Professor of Economics (with tenure), Purdue University	Aug 2021 – present","Ph.D.	Economics, University of Texas at Austin	May 2013",0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
Purdue/associate/Carr_CV_May_2021.docx,Jillian B. Carr,,,,,"Ph.D., Economics, Texas A&M University, May 2015",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Purdue/associate/Soderbery_CV.docx,Anson Soderbery,2017,Purdue University,6,"Associate Professor, Department of Economics, Purdue University, June 2017 –Present.","Ph.D. Economics, University of California – Davis, 2011.",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1
Purdue/associate/hedlund_cv.docx,Aaron Hedlund,2020,University of Missouri,8,Associate Professor of Economics (with tenure): 2020–2022,University of Pennsylvania Ph.D. Economics (2007–2012),0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Purdue/full/508_JamesBullard_CV.docx,Samuel R. Allen,,,,,"Ph.D., Economics, Indiana University, Bloomington, Indiana, 1990.",0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,5,0,0,0,0,0
Purdue/full/B. Roberson Vita F23.docx,BRIAN ROBERSON,2013,Purdue University,8,"Associate Professor, Purdue University, Department of Economics, 2013 - 2020","Ph.D. 2005 Purdue University, Krannert School of Management, Economics",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Purdue/full/Bao_CV.docx,Yong Bao,2010,Purdue University,6,"Associate Professor of Economics (with tenure), Purdue University, 2010–2017 (on leave during 2016–2017)","University of California, Riverside (September 1999 – June 2004) Ph.D. in Economics, June 2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Purdue/full/BondCV.docx,Timothy N. Bond,2019,Purdue University,7,"Associate Professor of Economics, Purdue University, August 2019-August 2025","Ph.D., Economics, Boston University, 2012",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Purdue/full/CasonCV.docx,,,,,,,0,1,1,1,2,0,0,0,0,0,1,0,0,2,1,4,0,0,0,0,1,0,1
Purdue/full/CV_Dufwenberg_Aug-2025.docx,Martin Dufwenberg,1998,Stockholm University,3,"1998-2001	Associate Professor, Stockholm University","1995	PhD Economics, Uppsala University",0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0
Purdue/full/ChanCVweb.docx,Joshua Chan,2016,Australian National University,6,Associate Professor	2016,"University of Queensland, Australia PhD, Statistics (July 2010)",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,7,0
Purdue/full/Cv.docx,Ralph B. Siebert,2011,Purdue University,,"2011 - 2018	Associate Professor (with tenure) at Purdue University, Krannert School of Management, Dept. of Economics, West Lafayette, Indiana, USA.",,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Purdue/full/Hummels, David L CV 6.22.2023.docx",David L. Hummels,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1
Purdue/full/Gill_CV.docx,David Gill,2009,University of Southampton,4,"Lecturer, Division of Economics, 2007 - 2011 (with tenure 2009 - 2011)","D.Phil. (= Ph.D.) in Economics, University of Oxford (Nuffield College), 2001 - 2005",0,1,0,0,2,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,1,0,0
Purdue/full/Mumford-CV.docx,Kevin J. Mumford,2014,Purdue University,7,"Associate Professor, Purdue University	2014 - 2023","Ph.D. in Economics, Stanford University	2007",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Purdue/full/crucinicv.docx,MARIO J. CRUCINI,1999,Vanderbilt University,8,"Associate Professor of Economics, 1999 – 2012","Ph.D. in Economics, “The Transmission of Business Cycles in the Open Economy” 1991",0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,3,0,0,0
Purdue/full/cv_chongxiang.docx,Chong Xiang,2008,Purdue University,6,"Associate Professor of Economics, Purdue University. 2008-2014.","Ph.D., M.A., Economics, the University of Michigan, Ann Arbor, 2002.",0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0
Purdue/full/hedlund_cv.docx,Aaron Hedlund,2020,University of Missouri,8,Associate Professor of Economics (with tenure): 2020–2022,University of Pennsylvania Ph.D. Economics (2007–2012),0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Purdue/full/kejriwal_mohitosh_cv_dec6_24.docx,Mohitosh Kejriwal,2013,Purdue University,6,"Associate Professor of Economics, Daniels School of Business (formerly Krannert School of Management), Purdue University, 2013-2023",Date of Completion: May 2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Purdue/full/victoria_prowse_cv.docx,VICTORIA PROWSE,2016,Cornell University,9,"Associate Professor (with tenure), Department of Economics, Cornell University, 2016","D.Phil. (=Ph.D.) Economics, 2004–2007 University of Oxford (Nuffield College)",0,1,0,0,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0
Rice/associate/Bethune-CV.docx,Zachary A. Bethune,2021,University of Virginia,6,"Associate Professor (with tenure), Department of Economics, University of Virginia (August 2021 - July 2022)","Ph.D. Economics, University of California, Santa Barbara, 2015",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rice/associate/Bobkova_CV.docx,Nina Bobkova,,,,,"2012-2018	University of Bonn, Ph.D. in Economics (Dr. rer. pol., summa cum laude)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Rice/associate/CV Pouliot Nov2025.pages.docx,Guillaume A. Pouliot,,,,,"Ph.D in Economics, Harvard University, 2010 - 2016",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rice/associate/CV_Calvi_current.docx,Rossella Calvi,2024,Rice University,8,"Rice University, Department of Economics, Associate Professor (2024 – present; parental leave: Spring 2025)","Ph.D., Economics, Boston College (2016)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
Rice/associate/Nina Bobkova.docx,Nina Bobkova,,,,,Ph.D. in Economics (summa cum laude),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rice/associate/Marc Dudey.docx,MARC DUDEY,1996,Rice University,12,"1996	Associate Professor of Economics, Rice University, Houston, TX","1984	PhD in Economics, Princeton University",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rice/associate/Yunmi_Kong_CV.docx,YUNMI KONG,2024,Rice University,8,"2024 -	Associate Professor, Rice University","2010 - 2016	Ph.D. in Economics, New York University",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rice/full/Brown, B..docx",Bryan W. Brown,1983,Rice University,6,"Associate Professor of Economics, Rice University, 1983-89.","Ph.D., Economics, University of Pennsylvania, 1977.",0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
Rice/full/CV-George-R.-Zodrow.docx,George R. Zodrow,1986,Rice University,6,"Associate Professor, Department of Economics, Rice University, 1986–1991","Ph.D., Economics, Princeton University, 1980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rice/full/Cunha_CV.docx,Flávio Cunha,2014,Rice University,7,"July/2014 – June/2017: Associate Professor, Rice University.","2007: Ph.D. (Economics) at the University of Chicago, Chicago, USA.",0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
Rice/full/Isabelle Perrigne.docx,ISABELLE M. PERRIGNE,2003,University of Southern California,12,"Associate Professor, University of Southern California, 2003-2004.","Ph.D., Economics, Ecole des Hautes Etudes en Sciences Sociales and Universit´e de Toulouse, France, 1991.",0,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0
Rice/full/Jim Brown.docx,James N. Brown,1990,SUNY Stony Brook,10,"Associate Professor, Economics Department, SUNY Stony Brook: 9/90 - 8/92","Ph.D., 1980 (Economics) University of Chicago",0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Rice/full/KBackCV.docx,Kerry Back,1987,Indiana University,4,"Associate Professor of Finance, 1987–90.","University of Kentucky, Ph.D., Economics, 1983.",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rice/full/MalleshPai-CV.docx,Mallesh M Pai,2019,Rice University,9,Associate Professor Jul 2019–Jun 2021,"Ph.D, Managerial Economics and Strategy Sep 2004–Jun 2010",1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0
Rice/full/PeterHartleyCV - Michael Maher.docx,Peter Reginald Hartley,1986,Rice University,6,Associate Professor	1986 – 1993,"University of Chicago	Ph.D., 1980",0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Rice/full/PeterHartleyCV.docx,Peter Reginald Hartley,1986,Rice University,6,Associate Professor	1986 – 1993,"University of Chicago	Ph.D., 1980",0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Rice/full/Richard Boylan.docx,Richard Thomas Boylan,1996,Washington University,5,"Olin School of Business, Washington University, Associate Professor of Managerial Economics, 1996–2000.","Ph.D., California Institute of Technology, June 1991.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Rice/full/Xun Tang.docx,Xun Tang,2014,Rice University,6,"Associate Professor (with tenure), Economics Dept., Rice University, July 2014-June 2017","Ph.D., Economics, Northwestern University, Evanston, IL, 2008",0,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,6,0
Rice/full/cv-2021-12-30.docx,Jeremy T. Fox,2013,University of Michigan,10,"Associate Professor with tenure, 2013–2015","PhD, MA Stanford University, Economics, 2003",0,0,1,0,1,0,0,0,0,0,1,4,0,0,1,0,2,0,2,0,0,2,0
Rice/full/cv.docx,Kerry Back,1987,Indiana University,4,"Associate Professor of Finance, 1987–90.","University of Kentucky, Ph.D., Economics, 1983.",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rice/full/newvita.docx,Mahmoud Amin El-Gamal,1996,University of Wisconsin at Madison,8,(07/1996 – 06/1998) Associate Professor of Economics (with tenure),"Ph.D (Economics) June 1988, Northwestern University",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Rice/full/cv_ERASLAN.docx,HÜLYA K. K. ERASLAN,2008,Johns Hopkins University,7,"July 1, 2008 - June 30, 2014: Associate Professor (with tenure), Department of Economics, Johns Hopkins University.","Ph.D. Economics, University of Minnesota, 2001.",0,1,1,1,0,0,0,0,0,1,2,0,0,0,2,6,0,0,1,0,0,0,0
Rice/full/vitae.docx,Ted Loch-Temzelides,2002,University of Iowa,7,"Assistant Professor, Department of Economics, Henry B. Tippie College of Business, University of Iowa, 1997 - 2002 (awarded tenure in 2002)","Ph.D. (Economics), University of Minnesota, 1995",0,1,1,0,1,0,0,0,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0
Rutgers/associate/2024_cai_cv.docx,ZHIFENG CAI,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Rice/full/vivian-ho-cv-05192025.docx,Vivian Ho,2000,University of Alabama Birmingham,8,"2000-2005	Associate Professor, Department of Health Care Organization and Policy, School of Public Health, University of Alabama Birmingham","1986-1992	Ph.D. Economics, Stanford University",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Rutgers/associate/CV_BingxiaoWu_Rutgers_202409.docx,Bingxiao Wu,2023,Rutgers University,,"2023-present  Associate Professor, Department of Economics, Rutgers University",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rutgers/associate/CV_Xiye.docx,Xiye Yang,2022,Rutgers University,7,"Associate Professor, Department of Economics, Rutgers University.	2022 – Present",Ph.D. in Economics	2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Rutgers/associate/Campbell_CV.docx,Colin M. Campbell,2005,Rutgers University,10,"Associate Professor of Economics, Rutgers University, 2005-present","Ph.D., Economics, Northwestern University, December 1995",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Rutgers/associate/Saavedra_CV.docx,Martin Saavedra,2020,Oberlin College,6,Associate Professor of Economics	2020–2021,Ph.D. in Economics	Awarded 2014,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rutgers/full/CV - Richard McLean.docx,Richard Patrick. McLean,1990,Rutgers University,11,"Associate Professor of Economics, Rutgers University, 1990-1992","Ph.D., SUNY Stony Brook, 1979",0,0,3,1,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0
Rutgers/full/CV-JOSEPH-HUGHES.docx,Joseph P. Hughes,,,,,"University of North Carolina at Chapel Hill Economic Theory, Ph.D., 1974",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Rutgers/full/CV-September-2025.docx,ROBERTO CHANG,2000,RUTGERS UNIVERSITY,11,2000- 2003	Associate Professor ( with tenure),"Ph. D. in Economics, May 1989",1,3,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,0,4,0,0,2
Rutgers/full/CV.docx,Thomas J. Prusa,1994,State University of New York at Stony Brook,6,"Associate Professor, State University of New York at Stony Brook, 1994-1995","Ph.D., Economics, Stanford University, 1988",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1
Rutgers/full/CV_Prusa.docx,Thomas J. Prusa,1994,State University of New York at Stony Brook,6,"Associate Professor, State University of New York at Stony Brook, 1994-1995","Ph.D., Economics, Stanford University, 1988",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1
Rutgers/full/CVOctober2025.docx,John Tomas Sjöström,1995,Harvard University,4,"Associate Professor	July 1995 - June 1998 Harvard University, Department of Economics","Ph.D. (Economics) University of Rochester, October 1991",0,1,0,4,2,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,1,0,0
Rutgers/full/Landon-LaneCV.docx,John Landon-Lane,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Rutgers/full/IraGangVita.docx,Ira N. GANG,1992,Rutgers University,9,"Associate Professor of Economics & Member, Graduate Faculty, Rutgers University","Ph.D.1983, Cornell University, The Effects of a Tariff on the Poor in Less Developed Countries",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
